func,start,end,is_cold,container_id,provider_request_id,request_id
reduce,1654710910.59243,1654710911.104054,False,5ef80ed1,f7365969-35e3-4134-80ac-39c35b2c34a9,e69754be
reduce,1654710910.602675,1654710911.128743,False,ed65adee,bce86b32-b197-414c-9180-7e650bffb06f,e69754be
map,1654710909.421998,1654710910.04189,False,a9bb7d73,d2089c78-a001-4edb-8a4f-fad6adabc0b7,e69754be
map,1654710909.388045,1654710909.988315,False,e1fa6e52,612129a3-99ba-499f-9ebc-ae0b3ce586ff,e69754be
reduce,1654710910.581949,1654710911.123446,False,33f193a2,3fa3057b-40be-46b8-9b52-a23ec42db933,e69754be
shuffle,1654710910.157205,1654710910.327059,False,38816217,7ec4d503-e1fc-40c2-9c32-d5b57f43213c,e69754be
split,1654710908.680467,1654710909.165087,False,cc6b6ab4,636482b9-11ce-4be2-8286-bed8f3a25d77,e69754be
map,1654710909.3982,1654710910.070233,False,38385f7f,cb52ca71-935a-462d-82c7-11c991969ffa,e69754be
reduce,1654710910.599945,1654710911.156512,False,89e78dfa,aedb0a87-744e-4390-9f82-f03bd7ce5c23,e69754be
reduce,1654710910.596132,1654710911.132913,False,3671bc48,00c8e2f4-efff-4016-b1b5-099e597ca051,e69754be
